ITEM: TIMESTEP
 1
ITEM: NUMBER OF ATOMS
39 1.679695 -0.131094 5.054668
40 1.629619 1.924765 3.354567
41 3.364980 -0.507384 3.284252
42 3.320491 1.857070 5.016843
43 5.050593 -0.072976 5.056223
44 4.958705 1.939042 3.348341
45 6.706937 -0.514100 3.291516
46 6.659738 1.843514 5.048287
47 8.336693 -0.266987 5.093685
48 8.286181 1.412103 3.343209
49 0.011732 3.254531 3.296710
50 -0.017550 5.103435 5.034648
51 1.701525 3.315221 5.086607
52 1.552210 5.199210 3.353726
53 3.365004 3.234633 3.231643
54 3.291961 5.289048 5.047544
55 5.079327 3.309299 5.098414
56 4.918570 5.629229 3.341404
57 6.711819 3.243796 3.244236
58 6.646956 5.223308 5.049439
59 8.334266 3.272281 5.120336
60 8.248320 4.508389 3.344244
61 0.014087 6.617645 3.288448
62 -0.062043 8.342691 5.028029
63 1.631337 6.631664 5.107643
64 1.529269 8.440533 3.347317
65 3.398324 6.567319 3.214333
66 3.309155 8.392721 5.050255
67 5.124775 6.630098 5.116885
68 4.916000 8.454853 3.347746
69 6.708599 6.570583 3.220263
70 6.639584 8.399909 5.043014
71 8.344646 6.583002 5.154697
72 8.237891 8.241027 3.118460
73 0.019896 -0.022494 6.693658
74 -0.027318 1.746804 8.322659
75 1.700541 -0.109484 8.345151
76 1.571941 1.779712 6.700894
77 3.393934 -0.517202 6.640170
78 3.292831 1.904906 8.332167
79 5.037218 -0.092248 8.327622
80 4.961707 1.962028 6.692913
81 6.707535 -0.575094 6.630225
82 6.656615 1.844255 8.326511
83 8.344083 -0.345576 8.369831
84 8.277559 1.345754 6.689955
85 0.013216 3.129303 6.631316
86 -0.012753 5.068196 8.327149
87 1.702978 3.304714 8.377090
88 1.601738 5.536445 6.692045
89 3.147897 3.232660 6.571209
90 3.318054 5.204119 8.324720
91 5.070966 3.306267 8.377031
92 4.939064 5.358911 6.696992
93 6.709586 3.237621 6.574851
94 6.646854 5.230943 8.320504
95 8.345836 3.266285 8.412570
96 8.246671 4.629215 6.692617
97 0.016979 6.628599 6.640305
98 -0.016989 8.345889 8.330136
99 1.703030 6.632519 8.391816
100 1.576027 8.454260 6.691098
101 3.367619 6.568549 6.568771
102 3.274997 8.397945 8.328093
103 5.095312 6.627246 8.394295
104 4.898029 8.467725 6.694074
105 6.707337 6.566678 6.566325
106 6.622004 8.415951 8.324316
107 8.344271 6.583602 8.437464
108 8.345216 8.341020 6.672790
ITEM: TIMESTEP
 74
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.027170 0.012357 0.056403
2 -0.015589 1.779894 1.652003
3 1.714144 -0.168136 1.697100
4 1.656702 1.795383 0.015936
5 3.350775 -0.204311 0.004904
6 3.335625 1.826897 1.681453
7 5.045931 -0.159102 1.702453
8 4.995361 1.791264 0.013394
9 6.705316 -0.164916 0.004179
10 6.662744 1.824737 1.678471
11 8.328585 -0.408938 1.743728
12 8.303417 1.541974 0.005466
13 0.014783 3.128001 -0.007977
14 0.016146 5.024247 1.688373
15 1.699730 3.301200 1.764206
16 1.659590 5.118159 0.014813
17 3.367008 3.294197 -0.056410
18 3.305223 5.135378 1.696750
19 5.041506 3.300110 1.761052
20 4.975782 5.207021 0.008706
21 6.706153 3.299946 -0.047943
22 6.662626 5.126810 1.694598
23 8.332155 3.253281 1.805324
24 8.293058 4.882941 0.000201
25 0.014907 6.678209 0.011121
26 -0.035570 8.357046 1.693735
27 1.700973 6.636986 1.763959
28 1.555249 8.416082 0.009004
29 3.372039 6.626250 -0.060458
30 3.283689 8.415705 1.708256
31 5.090317 6.624620 1.777263
32 4.948169 8.420204 0.008841
33 6.707787 6.631159 -0.056287
34 6.616734 8.420967 1.704227
35 8.346521 6.580927 1.818803
36 8.267351 8.265061 -0.170295
37 0.020443 0.003447 3.367059
38 -0.017913 1.770384 4.993180
39 1.680409 -0.136848 5.056789
40 1.628050 1.934196 3.355317
41 3.366189 -0.529979 3.281823
42 3.319687 1.865457 5.017255
43 5.052363 -0.075657 5.058196
44 4.956727 1.948989 3.348965
45 6.708241 -0.536941 3.289517
46 6.658972 1.851593 5.050009
47 8.336517 -0.278203 5.097462
48 8.283820 1.403217 3.343423
49 0.012295 3.251421 3.294851
50 -0.018198 5.107506 5.035753
51 1.702875 3.314082 5.090201
52 1.547885 5.210331 3.354422
53 3.366201 3.230128 3.226975
54 3.290057 5.300455 5.049251
55 5.082168 3.308007 5.102270
56 4.914949 5.655595 3.341687
57 6.713295 3.239853 3.240090
58 6.645892 5.232440 5.051177
59 8.333932 3.269651 5.125343
60 8.244264 4.486321 3.344434
61 0.014726 6.615165 3.286289
62 -0.063554 8.342358 5.029031
63 1.630593 6.629682 5.112076
64 1.524273 8.444454 3.347651
65 3.400477 6.562587 3.209069
66 3.308096 8.394590 5.052056
67 5.128750 6.628063 5.121486
68 4.912170 8.459439 3.348087
69 6.709976 6.566052 3.215241
70 6.638103 8.402158 5.044699
71 8.344662 6.579231 5.160924
72 8.233540 8.236715 3.109366
73 0.020718 -0.023262 6.694310
74 -0.028098 1.749661 8.321626
75 1.701859 -0.114837 8.345378
76 1.568687 1.784232 6.702072
77 3.395966 -0.539643 6.638604
78 3.291159 1.914814 8.331597
79 5.038508 -0.095795 8.327103
80 4.959830 1.972809 6.693842
81 6.708849 -0.600039 6.628312
82 6.655804 1.852191 8.325851
83 8.344075 -0.359746 8.370914
84 8.274696 1.331941 6.690535
85 0.013773 3.122267 6.629346
86 -0.013436 5.071062 8.326507
87 1.704358 3.303296 8.378453
88 1.599005 5.559810 6.692825
89 3.142503 3.228224 6.566814
90 3.317163 5.212427 8.324013
91 5.073640 3.304917 8.378461
92 4.936061 5.376645 6.697895
93 6.711005 3.233439 6.570651
94 6.645771 5.240256 8.319674
95 8.345868 3.263361 8.415539
96 8.242597 4.611125 6.693248
97 0.017645 6.626646 6.638949
98 -0.017625 8.345933 8.329505
99 1.704371 6.630565 8.393839
100 1.572347 8.458707 6.691775
101 3.368912 6.563818 6.564051
102 3.272439 8.400177 8.327415
103 5.098672 6.625242 8.396370
104 4.893504 8.472944 6.694816
105 6.708690 6.562023 6.561689
106 6.619772 8.418916 8.323578
107 8.344278 6.579796 8.441306
108 8.345236 8.340982 6.672759
ITEM: TIMESTEP
 75
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.028127 0.013106 0.058549
2 -0.016105 1.783891 1.651273
3 1.716078 -0.175933 1.698188
4 1.656271 1.800061 0.016654
5 3.351567 -0.213288 0.004961
6 3.335461 1.832784 1.681925
7 5.047989 -0.166301 1.703937
8 4.995056 1.795861 0.013988
9 6.706632 -0.172167 0.004387
10 6.662431 1.830314 1.679043
11 8.327913 -0.426133 1.746680
12 8.301701 1.535956 0.005672
13 0.015387 3.119350 -0.008307
14 0.016595 5.025186 1.689232
15 1.701016 3.299621 1.768233
16 1.659091 5.123837 0.015298
17 3.368293 3.292386 -0.058698
18 3.303882 5.141861 1.697984
19 5.042854 3.298509 1.764997
20 4.974580 5.216018 0.009082
21 6.707491 3.298383 -0.049954
22 6.661958 5.132951 1.695766
23 8.331604 3.249985 1.810797
24 8.290947 4.876848 0.000299
25 0.015549 6.678268 0.011480
26 -0.036836 8.357702 1.694715
27 1.702266 6.635244 1.768052
28 1.551345 8.419077 0.009293
29 3.373379 6.624214 -0.062977
30 3.281247 8.418922 1.709891
31 5.093360 6.622446 1.781824
32 4.945591 8.423494 0.009122
33 6.709165 6.629256 -0.058698
34 6.614106 8.424375 1.705822
35 8.346548 6.577015 1.825129
36 8.264091 8.261756 -0.177377
37 0.021202 0.003854 3.368243
38 -0.018410 1.774125 4.992616
39 1.681148 -0.142767 5.058971
40 1.626437 1.943838 3.356091
41 3.367432 -0.553268 3.279323
42 3.318861 1.874095 5.017680
43 5.054176 -0.078399 5.060217
44 4.954691 1.959162 3.349612
45 6.709579 -0.560487 3.287458
46 6.658182 1.859920 5.051778
47 8.336338 -0.289712 5.101343
48 8.281400 1.394173 3.343641
49 0.012874 3.248226 3.292930
50 -0.018859 5.111688 5.036888
51 1.704261 3.312900 5.093904
52 1.543451 5.221918 3.355135
53 3.367430 3.225479 3.222161
54 3.288110 5.312138 5.051005
55 5.085073 3.306664 5.106240
56 4.911224 5.682712 3.341982
57 6.714815 3.235793 3.235816
58 6.644802 5.241815 5.052963
59 8.333590 3.266956 5.130496
60 8.240087 4.463551 3.344627
61 0.015384 6.612609 3.284062
62 -0.065074 8.342008 5.030061
63 1.629853 6.627634 5.116646
64 1.519159 8.448485 3.347995
65 3.402678 6.557706 3.203640
66 3.307011 8.396513 5.053910
67 5.132802 6.625961 5.126224
68 4.908222 8.464165 3.348438
69 6.711389 6.561383 3.210066
70 6.636580 8.404472 5.046437
71 8.344678 6.575358 5.167325
72 8.229064 8.232279 3.100011
73 0.021561 -0.024046 6.694974
74 -0.028887 1.752584 8.320558
75 1.703211 -0.120359 8.345616
76 1.565365 1.788882 6.703283
77 3.398046 -0.562754 6.636995
78 3.289447 1.924991 8.331009
79 5.039832 -0.099429 8.326574
80 4.957900 1.983830 6.694804
81 6.710199 -0.625726 6.626347
82 6.654969 1.860368 8.325173
83 8.344066 -0.374281 8.372026
84 8.271754 1.317785 6.691130
85 0.014343 3.115076 6.627309
86 -0.014142 5.074011 8.325849
87 1.705776 3.301829 8.379856
88 1.596205 5.583858 6.693631
89 3.137037 3.223649 6.562285
90 3.316247 5.220955 8.323286
91 5.076376 3.303523 8.379935
92 4.932967 5.394975 6.698824
93 6.712465 3.229132 6.566326
94 6.644661 5.249812 8.318823
95 8.345901 3.260360 8.418592
96 8.238404 4.592428 6.693895
97 0.018329 6.624638 6.637552
98 -0.018272 8.345974 8.328856
99 1.705747 6.628548 8.395925
100 1.568569 8.463275 6.692471
101 3.370240 6.558937 6.559181
102 3.269818 8.402471 8.326717
103 5.102104 6.623178 8.398506
104 4.888845 8.478317 6.695581
105 6.710080 6.557227 6.556914
106 6.617478 8.421963 8.322820
107 8.344284 6.575885 8.445253
108 8.345256 8.340944 6.672729
ITEM: TIMESTEP
 76
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.029106 0.013884 0.060747
2 -0.016629 1.787982 1.650521
3 1.718066 -0.183966 1.699299
4 1.655829 1.804849 0.017395
5 3.352387 -0.222523 0.005019
6 3.335295 1.838808 1.682409
7 5.050113 -0.173717 1.705460
8 4.994746 1.800566 0.014602
9 6.707985 -0.179630 0.004602
10 6.662114 1.836019 1.679634
11 8.327221 -0.443788 1.749706
12 8.299934 1.529746 0.005883
13 0.016006 3.110491 -0.008651
14 0.017049 5.026171 1.690117
15 1.702335 3.297994 1.772376
16 1.658574 5.129705 0.015792
17 3.369613 3.290524 -0.061047
18 3.302507 5.148560 1.699256
19 5.044236 3.296855 1.769055
20 4.973347 5.225267 0.009467
21 6.708866 3.296778 -0.052021
22 6.661268 5.139304 1.696971
23 8.331033 3.246609 1.816419
24 8.288778 4.870557 0.000400
25 0.016209 6.678327 0.011846
26 -0.038133 8.358383 1.695722
27 1.703593 6.633445 1.772266
28 1.547354 8.422156 0.009590
29 3.374753 6.622118 -0.065569
30 3.278729 8.422240 1.711576
31 5.096466 6.620206 1.786521
32 4.942935 8.426881 0.009409
33 6.710581 6.627299 -0.061179
34 6.611398 8.427890 1.707469
35 8.346574 6.573001 1.831633
36 8.260739 8.258360 -0.184653
37 0.021979 0.004277 3.369459
38 -0.018913 1.777956 4.992035
39 1.681913 -0.148854 5.061212
40 1.624780 1.953695 3.356891
41 3.368710 -0.577265 3.276752
42 3.318014 1.882986 5.018120
43 5.056030 -0.081202 5.062287
44 4.952598 1.969562 3.350283
45 6.710952 -0.584753 3.285336
46 6.657367 1.868500 5.053595
47 8.336157 -0.301518 5.105328
48 8.278919 1.384971 3.343863
49 0.013470 3.244947 3.290945
50 -0.019533 5.115980 5.038052
51 1.705685 3.311673 5.097720
52 1.538904 5.233985 3.355865
53 3.368689 3.220682 3.217199
54 3.286120 5.324099 5.052809
55 5.088042 3.305269 5.110326
56 4.907394 5.710593 3.342291
57 6.716379 3.231612 3.231410
58 6.643685 5.251434 5.054798
59 8.333242 3.264194 5.135796
60 8.235786 4.440062 3.344823
61 0.016062 6.609975 3.281765
62 -0.066601 8.341640 5.031121
63 1.629116 6.625518 5.121355
64 1.513925 8.452629 3.348347
65 3.404926 6.552671 3.198043
66 3.305897 8.398490 5.055819
67 5.136932 6.623789 5.131101
68 4.904153 8.469032 3.348798
69 6.712842 6.556573 3.204736
70 6.635014 8.406853 5.048231
71 8.344694 6.571383 5.173905
72 8.224460 8.227716 3.090387
73 0.022426 -0.024848 6.695649
74 -0.029683 1.755573 8.319455
75 1.704598 -0.126051 8.345865
76 1.561973 1.793665 6.704530
77 3.400174 -0.586549 6.635340
78 3.287695 1.935439 8.330403
79 5.041190 -0.103151 8.326037
80 4.955918 1.995094 6.695798
81 6.711585 -0.652171 6.624328
82 6.654109 1.868789 8.324477
83 8.344057 -0.389184 8.373169
84 8.268732 1.303285 6.691739
85 0.014927 3.107728 6.625201
86 -0.014869 5.077042 8.325174
87 1.707230 3.300312 8.381302
88 1.593336 5.608601 6.694464
89 3.131499 3.218932 6.557619
90 3.315307 5.229705 8.322539
91 5.079175 3.302083 8.381454
92 4.929781 5.413912 6.699778
93 6.713967 3.224698 6.561875
94 6.643524 5.259612 8.317950
95 8.345935 3.257282 8.421727
96 8.234091 4.573110 6.694556
97 0.019031 6.622571 6.636116
98 -0.018930 8.346012 8.328187
99 1.707159 6.626467 8.398076
100 1.564689 8.467967 6.693187
101 3.371604 6.553901 6.554158
102 3.267132 8.404830 8.326000
103 5.105609 6.621051 8.400704
104 4.884048 8.483850 6.696367
105 6.711507 6.552285 6.551994
106 6.615121 8.425093 8.322042
107 8.344291 6.571868 8.449306
108 8.345277 8.340906 6.672698
ITEM: TIMESTEP
 77
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.030108 0.014691 0.062997
2 -0.017162 1.792169 1.649745
3 1.720108 -0.192240 1.700433
4 1.655376 1.809749 0.018159
5 3.353235 -0.232020 0.005077
6 3.335125 1.844969 1.682904
7 5.052302 -0.181353 1.707022
8 4.994431 1.805379 0.015235
9 6.709373 -0.187307 0.004823
10 6.661793 1.841854 1.680246
11 8.326507 -0.461906 1.752805
12 8.298118 1.523340 0.006098
13 0.016640 3.101425 -0.009008
14 0.017508 5.027201 1.691030
15 1.703689 3.296316 1.776637
16 1.658038 5.135766 0.016296
17 3.370967 3.288610 -0.063461
18 3.301095 5.155480 1.700566
19 5.045652 3.295148 1.773228
20 4.972083 5.234772 0.009862
21 6.710279 3.295130 -0.054145
22 6.660556 5.145870 1.698212
23 8.330442 3.243154 1.822190
24 8.286552 4.864066 0.000504
25 0.016888 6.678387 0.012219
26 -0.039460 8.359088 1.696755
27 1.704956 6.631588 1.776604
28 1.543274 8.425320 0.009893
29 3.376162 6.619962 -0.068236
30 3.276135 8.425662 1.713311
31 5.099636 6.617898 1.791356
32 4.940199 8.430367 0.009704
33 6.712036 6.625287 -0.063730
34 6.608608 8.431516 1.709168
35 8.346599 6.568883 1.838317
36 8.257295 8.254871 -0.192127
37 0.022774 0.004718 3.370707
38 -0.019421 1.781876 4.991438
39 1.682703 -0.155111 5.063516
40 1.623079 1.963769 3.357717
41 3.370023 -0.601985 3.274107
42 3.317145 1.892134 5.018574
43 5.057928 -0.084067 5.064407
44 4.950445 1.980194 3.350977
45 6.712361 -0.609751 3.283151
46 6.656527 1.877335 5.055461
47 8.335972 -0.313622 5.109419
48 8.276377 1.375611 3.344089
49 0.014082 3.241579 3.288894
50 -0.020220 5.120386 5.039247
51 1.707148 3.310399 5.101650
52 1.534245 5.246541 3.356613
53 3.369980 3.215733 3.212085
54 3.284086 5.336339 5.054663
55 5.091076 3.303820 5.114529
56 4.903456 5.739252 3.342613
57 6.717989 3.227308 3.226871
58 6.642541 5.261302 5.056682
59 8.332886 3.261367 5.141247
60 8.231358 4.415837 3.345021
61 0.016759 6.607262 3.279396
62 -0.068135 8.341254 5.032210
63 1.628383 6.623333 5.126207
64 1.508570 8.456886 3.348708
65 3.407223 6.547477 3.192274
66 3.304754 8.400523 5.057784
67 5.141142 6.621546 5.136121
68 4.899960 8.474044 3.349169
69 6.714333 6.551619 3.199247
70 6.633404 8.409302 5.050080
71 8.344710 6.567304 5.180664
72 8.219726 8.223023 3.080491
73 0.023312 -0.025668 6.696335
74 -0.030489 1.758630 8.318317
75 1.706020 -0.131915 8.346124
76 1.558510 1.798583 6.705811
77 3.402351 -0.611040 6.633641
78 3.285902 1.946162 8.329777
79 5.042582 -0.106962 8.325490
80 4.953882 2.006605 6.696826
81 6.713006 -0.679388 6.622255
82 6.653223 1.877458 8.323761
83 8.344048 -0.404459 8.374343
84 8.265629 1.288442 6.692362
85 0.015524 3.100220 6.623022
86 -0.015618 5.080159 8.324481
87 1.708723 3.298743 8.382792
88 1.590397 5.634052 6.695324
89 3.125889 3.214070 6.552813
90 3.314342 5.238679 8.321773
91 5.082036 3.300595 8.383019
92 4.926501 5.433468 6.700758
93 6.715512 3.220135 6.557295
94 6.642360 5.269660 8.317055
95 8.345970 3.254125 8.424947
96 8.229655 4.553157 6.695233
97 0.019751 6.620445 6.634638
98 -0.019600 8.346046 8.327500
99 1.708608 6.624318 8.400291
100 1.560708 8.472783 6.693924
101 3.373006 6.548708 6.548978
102 3.264380 8.407254 8.325261
103 5.109189 6.618861 8.402965
104 4.879111 8.489545 6.697175
105 6.712973 6.547193 6.546929
106 6.612699 8.428308 8.321244
107 8.344298 6.567745 8.453467
108 8.345297 8.340868 6.672667
ITEM: TIMESTEP
 78
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.031131 0.015527 0.065301
2 -0.017703 1.796454 1.648946
3 1.722205 -0.200758 1.701590
4 1.654910 1.814762 0.018947
5 3.354111 -0.241783 0.005136
6 3.334953 1.851271 1.683411
7 5.054557 -0.189212 1.708624
8 4.994111 1.810302 0.015889
9 6.710799 -0.195202 0.005051
10 6.661468 1.847822 1.680877
11 8.325772 -0.480492 1.755978
12 8.296249 1.516735 0.006318
13 0.017290 3.092151 -0.009379
14 0.017973 5.028280 1.691971
15 1.705078 3.294587 1.781019
16 1.657484 5.142023 0.016811
17 3.372356 3.286643 -0.065940
18 3.299649 5.162623 1.701916
19 5.047102 3.293386 1.777520
20 4.970787 5.244535 0.010266
21 6.711729 3.293439 -0.056326
22 6.659820 5.152653 1.699492
23 8.329832 3.239617 1.828113
24 8.284267 4.857370 0.000611
25 0.017585 6.678447 0.012599
26 -0.040818 8.359818 1.697815
27 1.706353 6.629672 1.781066
28 1.539105 8.428570 0.010203
29 3.377606 6.617744 -0.070978
30 3.273463 8.429189 1.715097
31 5.102871 6.615521 1.796332
32 4.937381 8.433954 0.010006
33 6.713530 6.623219 -0.066354
34 6.605733 8.435254 1.710921
35 8.346624 6.564661 1.845184
36 8.253758 8.251288 -0.199802
37 0.023587 0.005177 3.371986
38 -0.019935 1.785888 4.990825
39 1.683519 -0.161539 5.065882
40 1.621331 1.974063 3.358569
41 3.371372 -0.627443 3.271388
42 3.316255 1.901542 5.019044
43 5.059869 -0.086994 5.066577
44 4.948233 1.991059 3.351695
45 6.713805 -0.635499 3.280902
46 6.655663 1.886430 5.057376
47 8.335784 -0.326027 5.113617
48 8.273773 1.366093 3.344320
49 0.014710 3.238123 3.286776
50 -0.020921 5.124906 5.040473
51 1.708649 3.309077 5.105697
52 1.529470 5.259597 3.357379
53 3.371303 3.210629 3.206815
54 3.282007 5.348862 5.056568
55 5.094174 3.302315 5.118853
56 4.899407 5.768704 3.342950
57 6.719645 3.222879 3.222196
58 6.641371 5.271420 5.058618
59 8.332522 3.258473 5.146850
60 8.226800 4.390857 3.345222
61 0.017477 6.604468 3.276953
62 -0.069675 8.340849 5.033330
63 1.627655 6.621077 5.131204
64 1.503092 8.461260 3.349078
65 3.409568 6.542122 3.186328
66 3.303583 8.402613 5.059807
67 5.145431 6.619229 5.141287
68 4.895639 8.479205 3.349551
69 6.715864 6.546518 3.193595
70 6.631750 8.411821 5.051987
71 8.344726 6.563120 5.187608
72 8.214859 8.218197 3.070316
73 0.024220 -0.026505 6.697032
74 -0.031302 1.761754 8.317141
75 1.707478 -0.137955 8.346394
76 1.554977 1.803640 6.707128
77 3.404579 -0.636243 6.631896
78 3.284067 1.957163 8.329132
79 5.044009 -0.110862 8.324934
80 4.951791 2.018363 6.697888
81 6.714464 -0.707393 6.620127
82 6.652311 1.886378 8.323026
83 8.344038 -0.420108 8.375548
84 8.262445 1.273254 6.693000
85 0.016136 3.092550 6.620769
86 -0.016391 5.083360 8.323771
87 1.710254 3.297120 8.384325
88 1.587389 5.660221 6.696214
89 3.120206 3.209059 6.547864
90 3.313351 5.247878 8.320987
91 5.084960 3.299058 8.384632
92 4.923127 5.453653 6.701765
93 6.717101 3.215439 6.552583
94 6.641170 5.279957 8.316137
95 8.346006 3.250889 8.428252
96 8.225095 4.532554 6.695925
97 0.020490 6.618259 6.633117
98 -0.020280 8.346077 8.326793
99 1.710094 6.622102 8.402574
100 1.556622 8.477727 6.694681
101 3.374444 6.543352 6.543638
102 3.261562 8.409744 8.324503
103 5.112843 6.616605 8.405292
104 4.874028 8.495407 6.698007
105 6.714477 6.541950 6.541714
106 6.610212 8.431609 8.320425
107 8.344304 6.563512 8.457737
108 8.345317 8.340830 6.672636
ITEM: TIMESTEP
 79
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.032176 0.016393 0.067659
2 -0.018252 1.800839 1.648123
3 1.724357 -0.209523 1.702771
4 1.654432 1.819890 0.019757
5 3.355017 -0.251815 0.005196
6 3.334778 1.857714 1.683930
7 5.056879 -0.197298 1.710264
8 4.993785 1.815336 0.016563
9 6.712262 -0.203317 0.005286
10 6.661139 1.853923 1.681530
11 8.325016 -0.499551 1.759227
12 8.294329 1.509928 0.006543
13 0.017955 3.082667 -0.009765
14 0.018442 5.029407 1.692941
15 1.706501 3.292806 1.785523
16 1.656910 5.148478 0.017336
17 3.373780 3.284623 -0.068484
18 3.298166 5.169992 1.703307
19 5.048587 3.291567 1.781932
20 4.969458 5.254558 0.010680
21 6.713219 3.291703 -0.058565
22 6.659062 5.159657 1.700810
23 8.329200 3.235999 1.834192
24 8.281923 4.850466 0.000721
25 0.018302 6.678508 0.012986
26 -0.042209 8.360575 1.698902
27 1.707786 6.627695 1.785657
28 1.534845 8.431907 0.010521
29 3.379086 6.615464 -0.073797
30 3.270711 8.432823 1.716936
31 5.106171 6.613072 1.801453
32 4.934480 8.437644 0.010315
33 6.715064 6.621094 -0.069050
34 6.602773 8.439107 1.712729
35 8.346648 6.560334 1.852237
36 8.250126 8.247609 -0.207679
37 0.024419 0.005653 3.373299
38 -0.020454 1.789992 4.990195
39 1.684361 -0.168142 5.068310
40 1.619537 1.984579 3.359448
41 3.372759 -0.653653 3.268594
42 3.315342 1.911215 5.019528
43 5.061853 -0.089984 5.068798
44 4.945959 2.002161 3.352438
45 6.715285 -0.662011 3.278586
46 6.654772 1.895788 5.059341
47 8.335592 -0.338735 5.117923
48 8.271108 1.356416 3.344555
49 0.015356 3.234575 3.284589
50 -0.021634 5.129541 5.041730
51 1.710190 3.307706 5.109862
52 1.524578 5.273165 3.358163
53 3.372659 3.205365 3.201387
54 3.279885 5.361670 5.058524
55 5.097339 3.300752 5.123299
56 4.895246 5.798962 3.343302
57 6.721349 3.218322 3.217381
58 6.640174 5.281791 5.060605
59 8.332152 3.255513 5.152608
60 8.222109 4.365103 3.345426
61 0.018215 6.601592 3.274435
62 -0.071222 8.340426 5.034480
63 1.626932 6.618747 5.136351
64 1.497489 8.465752 3.349458
65 3.411963 6.536600 3.180200
66 3.302382 8.404761 5.061888
67 5.149801 6.616838 5.146602
68 4.891187 8.484519 3.349943
69 6.717436 6.541267 3.187778
70 6.630051 8.414411 5.053953
71 8.344742 6.558829 5.194737
72 8.209855 8.213236 3.059857
73 0.025150 -0.027360 6.697741
74 -0.032124 1.764947 8.315929
75 1.708972 -0.144171 8.346676
76 1.551371 1.808838 6.708481
77 3.406859 -0.662171 6.630104
78 3.282191 1.968445 8.328468
79 5.045472 -0.114853 8.324369
80 4.949645 2.030374 6.698985
81 6.715960 -0.736201 6.617943
82 6.651374 1.895553 8.322271
83 8.344028 -0.436135 8.376785
84 8.259178 1.257721 6.693652
85 0.016762 3.084714 6.618441
86 -0.017186 5.086647 8.323043
87 1.711824 3.295443 8.385904
88 1.584310 5.687124 6.697133
89 3.114450 3.203895 6.542768
90 3.312335 5.257306 8.320180
91 5.087949 3.297471 8.386292
92 4.919656 5.474479 6.702800
93 6.718735 3.210608 6.547737
94 6.639952 5.290506 8.315197
95 8.346042 3.247574 8.431643
96 8.220406 4.511285 6.696632
97 0.021248 6.616011 6.631553
98 -0.020971 8.346104 8.326066
99 1.711618 6.619816 8.404926
100 1.552431 8.482800 6.695460
101 3.375921 6.537829 6.538133
102 3.258677 8.412303 8.323723
103 5.116572 6.614283 8.407685
104 4.868797 8.501440 6.698862
105 6.716021 6.536551 6.536346
106 6.607658 8.434997 8.319586
107 8.344311 6.559169 8.462117
108 8.345338 8.340792 6.672606
ITEM: TIMESTEP
 80
ITEM: NUMBER OF ATOMS
108
ITEM: BOX BOUNDS
0.000 10.012500 xlo xhi
0.000 10.012500 ylo yhi
0.000 10.012500 zlo zhi

ITEM: ATOMS id x y z
1 0.033244 0.017289 0.070071
2 -0.018810 1.805323 1.647275
3 1.726565 -0.218539 1.703974
4 1.653941 1.825135 0.020592
5 3.355952 -0.262119 0.005257
6 3.334600 1.864300 1.684460
7 5.059267 -0.205614 1.711944
8 4.993455 1.820482 0.017258
9 6.713763 -0.211656 0.005528
10 6.660805 1.860161 1.682203
11 8.324238 -0.519087 1.762551
12 8.292356 1.502915 0.006772
13 0.018636 3.072973 -0.010167
14 0.018917 5.030586 1.693940
15 1.707961 3.290970 1.790151
16 1.656317 5.155133 0.017871
17 3.375240 3.282547 -0.071096
18 3.296647 5.177592 1.704738
19 5.050107 3.289689 1.786467
20 4.968098 5.264845 0.011104
21 6.714748 3.289923 -0.060863
22 6.658280 5.166886 1.702167
23 8.328547 3.232299 1.840428
24 8.279518 4.843351 0.000834
25 0.019037 6.678568 0.013379
26 -0.043632 8.361358 1.700016
27 1.709256 6.625657 1.790377
28 1.530493 8.435334 0.010845
29 3.380602 6.613120 -0.076694
30 3.267878 8.436568 1.718829
31 5.109535 6.610551 1.806720
32 4.931494 8.441439 0.010632
33 6.716637 6.618911 -0.071820
34 6.599725 8.443079 1.714594
35 8.346670 6.555901 1.859479
36 8.246398 8.243835 -0.215763
37 0.025269 0.006148 3.374644
38 -0.020978 1.794191 4.989548
39 1.685230 -0.174920 5.070803
40 1.617695 1.995320 3.360355
41 3.374183 -0.680631 3.265724
42 3.314407 1.921156 5.020029
43 5.063881 -0.093036 5.071070
